semana,resenas_nuevas,rating_promedio,resenas_respondidas_pct,posts_gbp_publicados,fotos_gbp_subidas,llamadas_desde_gbp,mensajes_desde_gbp,accion_correctiva
2026-W09,0,0,0,0,0,0,0,
